;;PA_1m;;PA_Stat1h;;PA_Stat1h;;PA_Stat1h;;TA_1m;;TA_Stat1h;;TA_Stat1h;;TA_Stat1h;;RH_1m;;RH_Stat1h;;RH_Stat1h;;RH_Stat1h;;DP_1m;;DP_Stat1h;;DP_Stat1h;;DP_Stat1h;;SR_1m;;SR_Stat1h;;SR_Stat1h;;SR_Stat1h;;PR_Sum;
time;status;Avg;status;Avg;status;Max;status;Min;status;Avg;status;Avg;status;Max;status;Min;status;Avg;status;Avg;status;Max;status;Min;status;DP;status;Avg;status;Max;status;Min;status;Avg;status;Avg;status;Max;status;Min;status;PR_Sum1h;
9/16/25 6:00:07 PM;VALID;998.936;VALID;999.22;VALID;999.588;VALID;998.922;VALID;30.08;VALID;30.798;VALID;31.238;VALID;29.92;VALID;47.311;VALID;43.54;VALID;47.461;VALID;41.476;VALID;17.634;VALID;16.969;VALID;17.634;VALID;16.473;VALID;502.912;VALID;583.823;VALID;654.671;VALID;502.912;VALID;0.0;
9/16/25 7:00:07 PM;VALID;999.164;VALID;998.992;VALID;999.235;VALID;998.772;VALID;28.443;VALID;29.271;VALID;30.348;VALID;28.443;VALID;57.058;VALID;53.09;VALID;57.058;VALID;46.691;VALID;19.115;VALID;18.716;VALID;19.213;VALID;17.67;VALID;306.415;VALID;406.199;VALID;502.277;VALID;306.415;VALID;0.0;
9/16/25 8:00:07 PM;VALID;999.069;VALID;999.164;VALID;999.261;VALID;999.051;VALID;26.455;VALID;27.413;VALID;28.55;VALID;26.455;VALID;62.154;VALID;60.169;VALID;63.491;VALID;56.532;VALID;18.622;VALID;18.991;VALID;19.234;VALID;18.622;VALID;102.967;VALID;202.284;VALID;305.743;VALID;102.967;VALID;0.0;
9/16/25 9:00:07 PM;VALID;999.397;VALID;999.182;VALID;999.403;VALID;999.01;VALID;24.592;VALID;25.597;VALID;26.449;VALID;24.592;VALID;73.696;VALID;67.147;VALID;73.696;VALID;62.171;VALID;19.581;VALID;19.031;VALID;19.587;VALID;18.606;VALID;0.392;VALID;30.831;VALID;102.444;VALID;0.392;VALID;0.0;
9/16/25 10:00:06 PM;VALID;999.92;VALID;999.574;VALID;999.92;VALID;999.337;VALID;23.326;VALID;23.908;VALID;24.583;VALID;23.304;VALID;82.21;VALID;78.414;VALID;82.21;VALID;73.751;VALID;20.119;VALID;19.917;VALID;20.119;VALID;19.591;VALID;0.037;VALID;0.02;VALID;0.374;VALID;0.0;VALID;0.0;
9/16/25 11:00:06 PM;VALID;1000.8;VALID;1000.252;VALID;1000.8;VALID;999.924;VALID;22.43;VALID;22.879;VALID;23.378;VALID;22.424;VALID;85.497;VALID;83.961;VALID;85.497;VALID;81.895;VALID;19.876;VALID;20.019;VALID;20.116;VALID;19.855;VALID;0.0;VALID;0.027;VALID;0.093;VALID;0.0;VALID;0.0;
9/17/25 12:00:06 AM;VALID;1001.795;VALID;1001.26;VALID;1001.795;VALID;1000.799;VALID;22.3;VALID;22.39;VALID;22.489;VALID;22.232;VALID;85.128;VALID;84.9;VALID;85.504;VALID;84.26;VALID;19.679;VALID;19.722;VALID;19.894;VALID;19.627;VALID;0.0;VALID;0.001;VALID;0.019;VALID;0.0;VALID;0.0;
9/17/25 1:00:09 AM;VALID;1002.49;VALID;1002.228;VALID;1002.514;VALID;1001.798;VALID;22.003;VALID;22.24;VALID;22.374;VALID;21.984;VALID;86.537;VALID;85.436;VALID;86.575;VALID;84.803;VALID;19.652;VALID;19.677;VALID;19.705;VALID;19.642;VALID;0.019;VALID;0.001;VALID;0.037;VALID;0.0;VALID;0.0;
9/17/25 2:00:06 AM;VALID;1003.711;VALID;1002.939;VALID;1003.711;VALID;1002.481;VALID;22.134;VALID;21.948;VALID;22.144;VALID;21.867;VALID;86.269;VALID;86.919;VALID;87.381;VALID;86.057;VALID;19.73;VALID;19.669;VALID;19.73;VALID;19.623;VALID;0.037;VALID;0.008;VALID;0.075;VALID;0.0;VALID;0.0;
9/17/25 3:00:06 AM;VALID;1003.904;VALID;1003.878;VALID;1004.006;VALID;1003.714;VALID;20.989;VALID;21.693;VALID;22.512;VALID;20.982;VALID;96.005;VALID;90.269;VALID;96.005;VALID;84.676;VALID;20.327;VALID;20.016;VALID;20.327;VALID;19.742;VALID;0.0;VALID;0.02;VALID;0.093;VALID;0.0;VALID;3.2;
9/17/25 4:00:07 AM;VALID;1002.657;VALID;1003.395;VALID;1003.907;VALID;1002.656;VALID;20.632;VALID;20.827;VALID;21.068;VALID;20.629;VALID;99.76;VALID;98.547;VALID;99.768;VALID;96.026;VALID;20.593;VALID;20.59;VALID;20.684;VALID;20.358;VALID;0.0;VALID;0.007;VALID;0.093;VALID;0.0;VALID;5.0;
9/17/25 5:00:07 AM;VALID;1001.727;VALID;1002.315;VALID;1002.652;VALID;1001.723;VALID;20.69;VALID;20.717;VALID;20.795;VALID;20.632;VALID;99.895;VALID;99.889;VALID;99.909;VALID;99.761;VALID;20.673;VALID;20.699;VALID;20.777;VALID;20.617;VALID;0.0;VALID;0.003;VALID;0.075;VALID;0.0;VALID;0.0;
9/17/25 6:00:07 AM;VALID;1000.419;VALID;1001.041;VALID;1001.722;VALID;1000.416;VALID;20.699;VALID;20.635;VALID;20.802;VALID;20.484;VALID;99.269;VALID;99.694;VALID;99.911;VALID;99.056;VALID;20.58;VALID;20.584;VALID;20.701;VALID;20.455;VALID;0.056;VALID;0.001;VALID;0.056;VALID;0.0;VALID;0.0;
9/17/25 7:00:07 AM;VALID;999.682;VALID;999.981;VALID;1000.414;VALID;999.682;VALID;20.471;VALID;20.552;VALID;20.696;VALID;20.427;VALID;99.891;VALID;99.803;VALID;99.908;VALID;99.26;VALID;20.453;VALID;20.519;VALID;20.601;VALID;20.416;VALID;0.0;VALID;0.023;VALID;0.112;VALID;0.0;VALID;0.0;
9/17/25 8:00:07 AM;VALID;1000.47;VALID;1000.053;VALID;1000.47;VALID;999.666;VALID;20.665;VALID;20.513;VALID;20.707;VALID;20.393;VALID;98.72;VALID;99.584;VALID;99.911;VALID;98.72;VALID;20.456;VALID;20.445;VALID;20.535;VALID;20.362;VALID;0.0;VALID;0.012;VALID;0.056;VALID;0.0;VALID;0.0;
9/17/25 9:00:06 AM;VALID;1000.99;VALID;1000.726;VALID;1000.99;VALID;1000.473;VALID;19.773;VALID;20.153;VALID;20.672;VALID;19.766;VALID;98.397;VALID;98.522;VALID;98.73;VALID;98.07;VALID;19.512;VALID;19.906;VALID;20.447;VALID;19.455;VALID;10.016;VALID;1.567;VALID;10.016;VALID;0.0;VALID;0.0;
9/17/25 10:00:06 AM;VALID;1001.92;VALID;1001.555;VALID;1001.921;VALID;1000.991;VALID;21.601;VALID;20.318;VALID;21.66;VALID;19.748;VALID;93.733;VALID;97.368;VALID;98.532;VALID;93.678;VALID;20.546;VALID;19.892;VALID;20.737;VALID;19.483;VALID;150.246;VALID;74.143;VALID;150.246;VALID;10.129;VALID;0.0;
9/17/25 11:00:06 AM;VALID;1002.675;VALID;1002.319;VALID;1002.675;VALID;1001.918;VALID;23.324;VALID;22.384;VALID;23.366;VALID;21.549;VALID;84.648;VALID;88.774;VALID;93.752;VALID;84.648;VALID;20.59;VALID;20.434;VALID;20.923;VALID;20.02;VALID;346.724;VALID;247.371;VALID;346.724;VALID;150.825;VALID;0.0;
9/17/25 12:00:06 PM;VALID;1003.111;VALID;1002.956;VALID;1003.111;VALID;1002.673;VALID;23.76;VALID;23.715;VALID;24.23;VALID;23.174;VALID;79.566;VALID;80.05;VALID;84.725;VALID;76.895;VALID;20.012;VALID;20.059;VALID;20.797;VALID;19.546;VALID;191.862;VALID;264.832;VALID;434.479;VALID;148.9;VALID;0.0;
9/17/25 1:00:06 PM;VALID;1003.019;VALID;1003.159;VALID;1003.236;VALID;1003.019;VALID;26.395;VALID;25.387;VALID;26.871;VALID;23.737;VALID;66.307;VALID;72.037;VALID;81.088;VALID;63.642;VALID;19.603;VALID;19.922;VALID;21.095;VALID;18.931;VALID;681.375;VALID;526.019;VALID;685.094;VALID;186.2;VALID;0.0;
9/17/25 2:00:06 PM;VALID;1002.744;VALID;1002.87;VALID;1003.022;VALID;1002.723;VALID;27.014;VALID;26.879;VALID;27.866;VALID;25.905;VALID;62.39;VALID;62.75;VALID;65.78;VALID;59.087;VALID;19.21;VALID;19.166;VALID;19.974;VALID;18.377;VALID;731.943;VALID;720.289;VALID;911.771;VALID;372.587;VALID;0.0;
9/17/25 3:00:06 PM;VALID;1001.952;VALID;1002.343;VALID;1002.74;VALID;1001.946;VALID;28.126;VALID;27.292;VALID;28.148;VALID;26.773;VALID;56.409;VALID;59.729;VALID;62.481;VALID;55.933;VALID;18.637;VALID;18.761;VALID;19.49;VALID;18.198;VALID;602.067;VALID;507.558;VALID;902.24;VALID;353.32;VALID;0.0;
9/17/25 4:00:07 PM;VALID;1000.879;VALID;1001.474;VALID;1001.954;VALID;1000.879;VALID;28.912;VALID;28.512;VALID;29.715;VALID;27.678;VALID;51.739;VALID;54.675;VALID;57.129;VALID;50.847;VALID;17.986;VALID;18.483;VALID;19.315;VALID;17.986;VALID;797.199;VALID;666.652;VALID;1048.898;VALID;415.979;VALID;0.0;
9/17/25 5:00:07 PM;VALID;999.927;VALID;1000.365;VALID;1000.872;VALID;999.927;VALID;29.44;VALID;29.615;VALID;30.226;VALID;28.882;VALID;51.94;VALID;51.141;VALID;53.136;VALID;48.434;VALID;18.534;VALID;18.449;VALID;19.107;VALID;17.928;VALID;600.011;VALID;704.282;VALID;843.6;VALID;307.48;VALID;0.0;
9/17/25 6:00:07 PM;VALID;999.555;VALID;999.682;VALID;999.926;VALID;999.525;VALID;28.962;VALID;29.406;VALID;30.505;VALID;28.666;VALID;54.141;VALID;51.993;VALID;55.028;VALID;49.174;VALID;18.757;VALID;18.514;VALID;19.063;VALID;18.077;VALID;244.467;VALID;491.975;VALID;734.616;VALID;190.498;VALID;0.0;
9/17/25 7:00:07 PM;VALID;999.928;VALID;999.729;VALID;999.928;VALID;999.509;VALID;28.198;VALID;28.479;VALID;29.53;VALID;27.726;VALID;58.098;VALID;56.845;VALID;59.804;VALID;53.382;VALID;19.177;VALID;19.079;VALID;19.409;VALID;18.531;VALID;267.546;VALID;263.138;VALID;553.498;VALID;88.914;VALID;0.0;
9/17/25 8:00:07 PM;VALID;1000.747;VALID;1000.357;VALID;1000.765;VALID;999.931;VALID;25.528;VALID;26.576;VALID;28.202;VALID;25.528;VALID;65.624;VALID;63.529;VALID;65.982;VALID;57.683;VALID;18.614;VALID;19.069;VALID;19.419;VALID;18.614;VALID;104.144;VALID;197.234;VALID;319.814;VALID;104.144;VALID;0.0;
9/17/25 9:00:06 PM;VALID;1001.769;VALID;1001.283;VALID;1001.769;VALID;1000.725;VALID;23.617;VALID;24.494;VALID;25.519;VALID;23.617;VALID;71.717;VALID;68.63;VALID;71.717;VALID;65.62;VALID;18.207;VALID;18.337;VALID;18.626;VALID;18.144;VALID;0.86;VALID;32.898;VALID;103.453;VALID;0.86;VALID;0.0;
9/17/25 10:00:06 PM;VALID;1002.548;VALID;1002.175;VALID;1002.6;VALID;1001.763;VALID;22.401;VALID;22.859;VALID;23.61;VALID;22.401;VALID;76.959;VALID;73.936;VALID;76.959;VALID;71.756;VALID;18.16;VALID;17.962;VALID;18.261;VALID;17.644;VALID;0.0;VALID;0.058;VALID;0.841;VALID;0.0;VALID;0.0;
9/17/25 11:00:06 PM;VALID;1003.579;VALID;1003.029;VALID;1003.579;VALID;1002.497;VALID;22.239;VALID;22.305;VALID;22.44;VALID;22.19;VALID;77.319;VALID;78.062;VALID;78.79;VALID;76.873;VALID;18.077;VALID;18.293;VALID;18.468;VALID;18.077;VALID;0.0;VALID;0.004;VALID;0.037;VALID;0.0;VALID;0.0;
9/18/25 12:00:08 AM;VALID;1004.237;VALID;1003.762;VALID;1004.241;VALID;1003.387;VALID;22.162;VALID;22.162;VALID;22.242;VALID;22.09;VALID;74.53;VALID;75.822;VALID;77.653;VALID;74.033;VALID;17.419;VALID;17.685;VALID;18.123;VALID;17.342;VALID;0.0;VALID;0.001;VALID;0.019;VALID;0.0;VALID;0.0;
9/18/25 1:00:07 AM;VALID;1004.571;VALID;1004.351;VALID;1004.576;VALID;1004.076;VALID;21.989;VALID;22.088;VALID;22.181;VALID;21.958;VALID;75.896;VALID;75.431;VALID;76.644;VALID;74.057;VALID;17.54;VALID;17.538;VALID;17.771;VALID;17.3;VALID;0.0;VALID;0.001;VALID;0.037;VALID;0.0;VALID;0.0;
9/18/25 2:00:07 AM;VALID;1004.547;VALID;1004.56;VALID;1004.665;VALID;1004.426;VALID;21.849;VALID;21.916;VALID;22.099;VALID;21.81;VALID;76.641;VALID;75.783;VALID;77.0;VALID;73.986;VALID;17.559;VALID;17.446;VALID;17.628;VALID;17.215;VALID;0.0;VALID;0.0;VALID;0.0;VALID;0.0;VALID;0.0;
9/18/25 3:00:07 AM;VALID;1004.439;VALID;1004.457;VALID;1004.576;VALID;1004.368;VALID;21.439;VALID;21.565;VALID;21.868;VALID;21.435;VALID;81.415;VALID;79.665;VALID;81.458;VALID;75.873;VALID;18.122;VALID;17.899;VALID;18.191;VALID;17.37;VALID;0.0;VALID;0.0;VALID;0.0;VALID;0.0;VALID;0.0;
9/18/25 4:00:07 AM;VALID;1003.601;VALID;1003.984;VALID;1004.438;VALID;1003.597;VALID;21.158;VALID;21.226;VALID;21.466;VALID;21.107;VALID;84.398;VALID;83.987;VALID;85.093;VALID;81.284;VALID;18.421;VALID;18.411;VALID;18.608;VALID;18.102;VALID;0.0;VALID;0.002;VALID;0.019;VALID;0.0;VALID;0.0;
9/18/25 5:00:07 AM;VALID;1003.247;VALID;1003.361;VALID;1003.609;VALID;1003.228;VALID;20.85;VALID;20.99;VALID;21.174;VALID;20.85;VALID;86.51;VALID;84.937;VALID;86.51;VALID;83.929;VALID;18.513;VALID;18.358;VALID;18.619;VALID;18.164;VALID;0.0;VALID;0.006;VALID;0.093;VALID;0.0;VALID;0.0;
9/18/25 6:00:07 AM;VALID;1003.083;VALID;1003.058;VALID;1003.24;VALID;1002.954;VALID;20.674;VALID;20.707;VALID;20.87;VALID;20.611;VALID;84.549;VALID;86.673;VALID;88.346;VALID;84.257;VALID;17.975;VALID;18.398;VALID;18.704;VALID;17.916;VALID;0.0;VALID;0.003;VALID;0.075;VALID;0.0;VALID;0.0;
9/18/25 7:00:07 AM;VALID;1003.183;VALID;1003.097;VALID;1003.183;VALID;1003.045;VALID;20.68;VALID;20.691;VALID;20.802;VALID;20.576;VALID;84.713;VALID;83.515;VALID;84.841;VALID;81.462;VALID;18.012;VALID;17.795;VALID;18.081;VALID;17.493;VALID;0.0;VALID;0.0;VALID;0.0;VALID;0.0;VALID;0.0;
9/18/25 8:00:06 AM;VALID;1003.944;VALID;1003.461;VALID;1003.947;VALID;1003.182;VALID;20.392;VALID;20.638;VALID;20.845;VALID;20.31;VALID;86.078;VALID;84.216;VALID;88.36;VALID;81.491;VALID;17.984;VALID;17.871;VALID;18.499;VALID;17.52;VALID;0.0;VALID;0.008;VALID;0.056;VALID;0.0;VALID;0.0;
9/18/25 9:00:06 AM;VALID;1004.704;VALID;1004.307;VALID;1004.708;VALID;1003.945;VALID;20.43;VALID;20.492;VALID;20.594;VALID;20.398;VALID;86.686;VALID;86.071;VALID;87.142;VALID;83.83;VALID;18.134;VALID;18.082;VALID;18.221;VALID;17.697;VALID;4.373;VALID;0.561;VALID;4.373;VALID;0.0;VALID;0.0;
9/18/25 10:00:06 AM;VALID;1005.646;VALID;1005.198;VALID;1005.649;VALID;1004.68;VALID;21.039;VALID;20.637;VALID;21.039;VALID;20.388;VALID;84.471;VALID;85.322;VALID;86.671;VALID;83.652;VALID;18.318;VALID;18.084;VALID;18.332;VALID;17.874;VALID;64.228;VALID;36.002;VALID;84.691;VALID;4.41;VALID;0.0;
9/18/25 11:00:06 AM;VALID;1006.465;VALID;1006.083;VALID;1006.465;VALID;1005.647;VALID;21.754;VALID;21.346;VALID;21.812;VALID;21.045;VALID;80.068;VALID;82.762;VALID;84.495;VALID;79.967;VALID;18.163;VALID;18.29;VALID;18.533;VALID;18.155;VALID;115.898;VALID;84.715;VALID;138.08;VALID;55.987;VALID;0.0;
9/18/25 12:00:06 PM;VALID;1006.823;VALID;1006.735;VALID;1006.892;VALID;1006.47;VALID;22.988;VALID;22.365;VALID;22.988;VALID;21.764;VALID;77.307;VALID;77.781;VALID;80.573;VALID;76.015;VALID;18.8;VALID;18.297;VALID;18.8;VALID;17.952;VALID;419.062;VALID;188.164;VALID;419.062;VALID;106.63;VALID;0.0;
9/18/25 1:00:06 PM;VALID;1006.819;VALID;1006.831;VALID;1006.9;VALID;1006.766;VALID;24.09;VALID;23.695;VALID;24.575;VALID;23.047;VALID;70.147;VALID;72.515;VALID;77.277;VALID;69.865;VALID;18.307;VALID;18.451;VALID;19.452;VALID;18.025;VALID;403.888;VALID;398.047;VALID;635.367;VALID;303.425;VALID;0.0;
9/18/25 2:00:07 PM;VALID;1006.488;VALID;1006.689;VALID;1006.825;VALID;1006.488;VALID;25.237;VALID;24.476;VALID;25.393;VALID;23.939;VALID;62.365;VALID;64.956;VALID;70.206;VALID;61.048;VALID;17.527;VALID;17.437;VALID;18.345;VALID;16.935;VALID;932.607;VALID;377.29;VALID;967.721;VALID;258.146;VALID;0.0;
9/18/25 3:00:07 PM;VALID;1005.74;VALID;1006.085;VALID;1006.49;VALID;1005.718;VALID;25.758;VALID;25.5;VALID;26.159;VALID;24.868;VALID;59.287;VALID;60.481;VALID;63.082;VALID;56.62;VALID;17.216;VALID;17.28;VALID;17.761;VALID;16.754;VALID;436.535;VALID;494.688;VALID;1090.141;VALID;340.108;VALID;0.0;
9/18/25 4:00:07 PM;VALID;1004.647;VALID;1005.193;VALID;1005.735;VALID;1004.647;VALID;27.564;VALID;26.469;VALID;27.577;VALID;25.615;VALID;53.822;VALID;56.672;VALID;59.702;VALID;53.557;VALID;17.367;VALID;17.164;VALID;17.84;VALID;16.62;VALID;869.108;VALID;623.835;VALID;965.702;VALID;201.169;VALID;0.0;
9/18/25 5:00:07 PM;VALID;1003.785;VALID;1004.27;VALID;1004.651;VALID;1003.784;VALID;27.529;VALID;27.201;VALID;27.845;VALID;26.635;VALID;54.118;VALID;54.914;VALID;56.988;VALID;52.701;VALID;17.422;VALID;17.347;VALID;17.803;VALID;16.735;VALID;682.03;VALID;712.128;VALID;854.457;VALID;385.575;VALID;0.0;
9/18/25 6:00:07 PM;VALID;1002.948;VALID;1003.32;VALID;1003.838;VALID;1002.906;VALID;27.59;VALID;27.508;VALID;28.071;VALID;26.871;VALID;53.516;VALID;54.176;VALID;55.853;VALID;52.307;VALID;17.301;VALID;17.417;VALID;17.916;VALID;16.874;VALID;487.981;VALID;554.061;VALID;689.486;VALID;127.354;VALID;0.0;
9/18/25 7:00:07 PM;VALID;1002.999;VALID;1003.02;VALID;1003.111;VALID;1002.913;VALID;27.013;VALID;27.231;VALID;27.686;VALID;26.865;VALID;53.275;VALID;53.786;VALID;55.639;VALID;52.957;VALID;16.696;VALID;17.044;VALID;17.468;VALID;16.66;VALID;310.265;VALID;352.914;VALID;506.537;VALID;102.612;VALID;0.0;
9/18/25 8:00:06 PM;VALID;1003.243;VALID;1003.094;VALID;1003.272;VALID;1002.916;VALID;26.154;VALID;26.717;VALID;27.176;VALID;26.154;VALID;56.771;VALID;54.348;VALID;56.896;VALID;52.264;VALID;16.901;VALID;16.733;VALID;16.943;VALID;16.331;VALID;103.677;VALID;206.499;VALID;309.779;VALID;103.677;VALID;0.0;
9/18/25 9:00:06 PM;VALID;1004.023;VALID;1003.572;VALID;1004.023;VALID;1003.224;VALID;24.411;VALID;25.413;VALID;26.151;VALID;24.411;VALID;64.461;VALID;59.895;VALID;64.461;VALID;56.49;VALID;17.27;VALID;17.042;VALID;17.28;VALID;16.759;VALID;1.084;VALID;38.871;VALID;103.359;VALID;1.084;VALID;0.0;
9/18/25 10:00:06 PM;VALID;1004.917;VALID;1004.417;VALID;1004.917;VALID;1003.994;VALID;22.754;VALID;23.561;VALID;24.392;VALID;22.738;VALID;77.129;VALID;70.32;VALID;77.129;VALID;64.555;VALID;18.536;VALID;17.824;VALID;18.536;VALID;17.275;VALID;0.0;VALID;0.092;VALID;1.065;VALID;0.0;VALID;0.0;
9/18/25 11:00:06 PM;VALID;1005.582;VALID;1005.304;VALID;1005.608;VALID;1004.91;VALID;21.905;VALID;22.249;VALID;22.753;VALID;21.905;VALID;85.124;VALID;81.758;VALID;85.124;VALID;77.129;VALID;19.29;VALID;18.977;VALID;19.3;VALID;18.533;VALID;0.0;VALID;0.008;VALID;0.075;VALID;0.0;VALID;0.0;
9/19/25 12:00:08 AM;VALID;1006.035;VALID;1005.842;VALID;1006.074;VALID;1005.58;VALID;21.314;VALID;21.54;VALID;21.904;VALID;21.309;VALID;89.078;VALID;87.489;VALID;89.078;VALID;85.141;VALID;19.44;VALID;19.372;VALID;19.442;VALID;19.281;VALID;0.0;VALID;0.0;VALID;0.019;VALID;0.0;VALID;0.0;
9/19/25 1:00:07 AM;VALID;1006.31;VALID;1006.177;VALID;1006.311;VALID;1006.038;VALID;21.165;VALID;21.164;VALID;21.318;VALID;21.097;VALID;91.343;VALID;90.791;VALID;91.35;VALID;89.088;VALID;19.697;VALID;19.599;VALID;19.697;VALID;19.421;VALID;0.0;VALID;0.001;VALID;0.019;VALID;0.0;VALID;0.0;
9/19/25 2:00:07 AM;VALID;1006.248;VALID;1006.278;VALID;1006.353;VALID;1006.188;VALID;21.218;VALID;21.214;VALID;21.257;VALID;21.155;VALID;92.62;VALID;92.001;VALID;92.62;VALID;91.341;VALID;19.973;VALID;19.863;VALID;19.977;VALID;19.7;VALID;0.0;VALID;0.018;VALID;0.112;VALID;0.0;VALID;0.0;
9/19/25 3:00:07 AM;VALID;1005.952;VALID;1006.063;VALID;1006.262;VALID;1005.941;VALID;21.26;VALID;21.237;VALID;21.287;VALID;21.19;VALID;93.14;VALID;92.966;VALID;93.169;VALID;92.629;VALID;20.105;VALID;20.054;VALID;20.127;VALID;19.979;VALID;0.019;VALID;0.0;VALID;0.019;VALID;0.0;VALID;0.0;
9/19/25 4:00:07 AM;VALID;1005.702;VALID;1005.805;VALID;1005.949;VALID;1005.681;VALID;21.185;VALID;21.187;VALID;21.282;VALID;21.127;VALID;92.875;VALID;92.736;VALID;93.137;VALID;92.505;VALID;19.985;VALID;19.962;VALID;20.088;VALID;19.881;VALID;0.0;VALID;0.006;VALID;0.093;VALID;0.0;VALID;0.0;
9/19/25 5:00:07 AM;VALID;1005.386;VALID;1005.469;VALID;1005.709;VALID;1005.341;VALID;20.844;VALID;20.989;VALID;21.195;VALID;20.795;VALID;94.89;VALID;93.963;VALID;94.89;VALID;92.839;VALID;19.994;VALID;19.979;VALID;20.045;VALID;19.881;VALID;0.0;VALID;0.0;VALID;0.019;VALID;0.0;VALID;0.0;
9/19/25 6:00:07 AM;VALID;1004.894;VALID;1005.136;VALID;1005.384;VALID;1004.88;VALID;20.688;VALID;20.749;VALID;20.84;VALID;20.671;VALID;94.53;VALID;95.05;VALID;95.509;VALID;94.462;VALID;19.777;VALID;19.925;VALID;20.01;VALID;19.777;VALID;0.0;VALID;0.0;VALID;0.0;VALID;0.0;VALID;0.0;
9/19/25 7:00:06 AM;VALID;1004.999;VALID;1004.912;VALID;1005.028;VALID;1004.832;VALID;20.285;VALID;20.553;VALID;20.726;VALID;20.285;VALID;95.34;VALID;94.708;VALID;95.355;VALID;93.809;VALID;19.514;VALID;19.672;VALID;19.782;VALID;19.506;VALID;0.0;VALID;0.009;VALID;0.075;VALID;0.0;VALID;0.0;
9/19/25 8:00:06 AM;VALID;1005.245;VALID;1005.064;VALID;1005.245;VALID;1004.923;VALID;19.643;VALID;19.941;VALID;20.282;VALID;19.611;VALID;98.225;VALID;96.898;VALID;98.225;VALID;95.344;VALID;19.355;VALID;19.431;VALID;19.59;VALID;19.274;VALID;0.0;VALID;0.003;VALID;0.037;VALID;0.0;VALID;0.0;
9/19/25 9:00:06 AM;VALID;1005.92;VALID;1005.58;VALID;1005.922;VALID;1005.248;VALID;19.456;VALID;19.558;VALID;19.65;VALID;19.44;VALID;99.279;VALID;98.788;VALID;99.284;VALID;98.227;VALID;19.34;VALID;19.361;VALID;19.431;VALID;19.226;VALID;15.006;VALID;2.893;VALID;15.567;VALID;0.0;VALID;0.0;
9/19/25 10:00:07 AM;VALID;1006.714;VALID;1006.369;VALID;1006.729;VALID;1005.923;VALID;20.133;VALID;19.722;VALID;20.208;VALID;19.431;VALID;98.007;VALID;99.204;VALID;99.6;VALID;98.007;VALID;19.808;VALID;19.596;VALID;19.954;VALID;19.314;VALID;114.646;VALID;64.442;VALID;152.283;VALID;14.912;VALID;0.0;
9/19/25 11:00:06 AM;VALID;1007.275;VALID;1007.001;VALID;1007.276;VALID;1006.714;VALID;23.015;VALID;21.226;VALID;23.048;VALID;20.129;VALID;82.85;VALID;91.955;VALID;97.985;VALID;82.85;VALID;19.94;VALID;19.845;VALID;20.382;VALID;19.56;VALID;349.284;VALID;238.911;VALID;380.024;VALID;101.117;VALID;0.0;
9/19/25 12:00:07 PM;VALID;1007.273;VALID;1007.28;VALID;1007.355;VALID;1007.175;VALID;25.439;VALID;24.263;VALID;25.517;VALID;22.709;VALID;64.491;VALID;74.438;VALID;82.99;VALID;64.402;VALID;18.251;VALID;19.368;VALID;20.116;VALID;18.251;VALID;541.389;VALID;453.996;VALID;542.492;VALID;246.803;VALID;0.0;
9/19/25 1:00:07 PM;VALID;1006.918;VALID;1007.076;VALID;1007.272;VALID;1006.897;VALID;27.672;VALID;26.56;VALID;27.685;VALID;25.427;VALID;55.665;VALID;60.808;VALID;66.495;VALID;55.665;VALID;18.002;VALID;18.353;VALID;19.175;VALID;17.565;VALID;679.17;VALID;597.359;VALID;679.17;VALID;536.605;VALID;0.0;
9/19/25 2:00:07 PM;VALID;1005.872;VALID;1006.361;VALID;1006.914;VALID;1005.756;VALID;28.406;VALID;28.325;VALID;29.487;VALID;27.511;VALID;55.144;VALID;54.697;VALID;56.68;VALID;52.396;VALID;18.534;VALID;18.331;VALID;19.137;VALID;17.46;VALID;763.188;VALID;737.37;VALID;788.846;VALID;680.123;VALID;0.0;
9/19/25 3:00:07 PM;VALID;1004.774;VALID;1005.348;VALID;1005.864;VALID;1004.774;VALID;30.033;VALID;29.046;VALID;30.209;VALID;28.004;VALID;52.422;VALID;55.367;VALID;58.63;VALID;51.61;VALID;19.229;VALID;19.189;VALID;19.659;VALID;18.732;VALID;816.541;VALID;783.553;VALID;819.381;VALID;699.969;VALID;0.0;
9/19/25 4:00:07 PM;VALID;1003.572;VALID;1004.189;VALID;1004.776;VALID;1003.572;VALID;30.67;VALID;30.47;VALID;31.56;VALID;29.761;VALID;48.574;VALID;50.229;VALID;52.887;VALID;47.216;VALID;18.592;VALID;18.934;VALID;19.493;VALID;18.236;VALID;816.802;VALID;800.319;VALID;830.051;VALID;371.335;VALID;0.0;
9/19/25 5:00:07 PM;VALID;1002.399;VALID;1002.932;VALID;1003.565;VALID;1002.396;VALID;31.175;VALID;31.145;VALID;32.002;VALID;30.265;VALID;47.697;VALID;48.081;VALID;51.165;VALID;45.662;VALID;18.761;VALID;18.859;VALID;19.366;VALID;18.42;VALID;652.784;VALID;715.842;VALID;827.772;VALID;562.338;VALID;0.0;
